kP,kI,kD,,,,
1.00E-05,1.00E-05,0.0001,,,,
Target,Altitude,Time,P,I,D,Thrott
1000,959.917,215.32,34.6706,3730.91,0.161094,0.196566
1000,953.173,215.42,41.4343,4460.82,0.192431,0.203883
1000,946.458,215.52,48.1726,5188.68,0.223622,0.211176
1000,938.444,215.62,54.8814,5914.02,0.254646,0.21844
1000,933.132,215.72,62.8865,6779.79,0.291654,0.227119
1000,926.53,215.82,68.1922,7355.21,0.316114,0.232863
1000,919.974,215.92,74.7855,8070.1,0.346518,0.240011
1000,913.469,216.02,81.3312,8780.52,0.376673,0.247111
1000,907.02,216.12,87.8249,9485.97,0.406559,0.254157
1000,900.631,216.22,95.5429,10324.4,0.442083,0.262543
1000,894.305,216.32,101.908,11017.2,0.471314,0.269455
1000,888.047,216.42,106.952,11567.9,0.494417,0.274929
1000,881.863,216.52,113.196,12248.9,0.523036,0.281714
1000,874.542,216.62,119.365,12922.5,0.55129,0.288422
1000,869.727,216.72,125.458,13588.3,0.57916,0.295048
1000,863.784,216.82,131.468,14245.9,0.606628,0.301588
1000,857.931,216.92,137.394,14894.8,0.633675,0.308036
1000,852.17,217.02,143.229,15534.6,0.660285,0.31439
1000,846.505,217.12,148.971,16164.8,0.686439,0.320643
1000,840.941,217.22,154.616,16785.1,0.712121,0.326793
1000,835.482,217.32,160.159,17394.9,0.737313,0.332833
1000,830.13,217.42,165.597,17993.8,0.761998,0.338761
1000,824.89,217.52,170.927,18581.5,0.786161,0.344572
1000,819.766,217.62,176.144,19157.4,0.809784,0.350262
1000,814.76,217.72,181.245,19721.3,0.832852,0.355826
1000,808.916,217.82,186.226,20272.6,0.855348,0.361261
1000,805.12,217.92,191.084,20811,0.877258,0.366562
1000,800.493,218.02,195.816,21336.1,0.898567,0.371726
1000,795.998,218.12,200.417,21847.5,0.919259,0.376748
1000,791.639,218.22,204.885,22344.8,0.939322,0.381625
1000,786.592,218.32,209.216,22827.6,0.95874,0.386354
1000,783.342,218.42,213.408,23295.6,0.9775,0.39093
1000,779.41,218.52,217.456,23748.4,0.995588,0.39535
1000,775.626,218.62,221.359,24185.7,1.01299,0.39961
1000,771.993,218.72,225.113,24607.1,1.0297,0.403707
1000,768.514,218.82,228.715,25012.3,1.0457,0.407639
1000,765.192,218.92,232.163,25401,1.06098,0.4114
1000,761.416,219.02,235.454,25772.8,1.07552,0.414989
1000,759.028,219.12,238.584,26127.4,1.08933,0.418403
1000,756.191,219.22,242.127,26527.4,1.105,0.422272
1000,753.521,219.32,244.357,26783.9,1.11466,0.42469
1000,751.019,219.42,246.993,27085.3,1.12618,0.427559
1000,748.689,219.52,249.46,27368.3,1.13691,0.43024
1000,746.533,219.62,251.756,27632.7,1.14685,0.432732
1000,744.551,219.72,253.878,27878.3,1.15599,0.435031
1000,742.747,219.82,255.824,28104.8,1.16432,0.437136
1000,741.122,219.92,257.592,28312,1.17183,0.439044
1000,739.41,220.02,259.182,28499.6,1.17853,0.440753
1000,738.415,220.12,260.59,28667.5,1.18439,0.44226
1000,737.336,220.22,261.816,28815.4,1.18942,0.443565
1000,736.443,220.32,262.857,28943.2,1.19361,0.444665
1000,735.736,220.42,263.713,29050.7,1.19696,0.445559
1000,735.217,220.52,264.383,29137.6,1.19945,0.446244
1000,734.844,220.62,264.864,29203.9,1.20109,0.446719
1000,734.746,220.72,265.156,29249.4,1.20187,0.446983
1000,734.797,220.82,265.259,29274,1.20179,0.447035
1000,735.039,220.92,265.17,29277.4,1.20084,0.446873
1000,735.473,221.02,264.89,29259.7,1.19903,0.446496
1000,736.099,221.12,264.417,29220.8,1.19635,0.445904
1000,736.919,221.22,263.752,29160.5,1.1928,0.445096
1000,738.156,221.32,262.7,29057.2,1.1875,0.443853
1000,739.4,221.44,261.61,28952.4,1.18194,0.442555
1000,740.835,221.54,260.328,28823.6,1.17562,0.441054
1000,742.462,221.64,258.855,28673.3,1.16843,0.439337
1000,744.28,221.74,257.189,28501.7,1.16039,0.437404
1000,746.288,221.84,255.334,28308.8,1.1515,0.435257
1000,748.484,221.94,253.288,28094.7,1.14176,0.432895
1000,750.868,222.04,251.054,27859.5,1.13118,0.43032
1000,753.438,222.14,248.633,27603.2,1.11977,0.427534
1000,756.193,222.24,246.026,27326.1,1.10752,0.424537
1000,759.13,222.34,243.234,27028.2,1.09447,0.421332
1000,762.249,222.44,240.26,26709.7,1.0806,0.41792
1000,766.227,222.54,237.106,26370.9,1.06593,0.414303
1000,769.02,222.64,233.773,26011.9,1.05048,0.410483
1000,772.669,222.74,230.264,25633,1.03424,0.406463
1000,776.489,222.84,226.581,25234.3,1.01724,0.402244
1000,780.478,222.94,221.935,24728.1,0.995941,0.396942
1000,784.634,223.04,218.704,24378.9,0.980999,0.393226
1000,788.952,223.14,214.516,23922.8,0.961781,0.388432
1000,793.431,223.24,210.165,23448.1,0.941852,0.383452
1000,799.012,223.34,205.655,22955.2,0.921227,0.37829
1000,802.855,223.44,200.988,22444.4,0.899922,0.372949
1000,807.794,223.54,196.169,21916,0.877951,0.367433
1000,812.879,223.64,191.201,21370.5,0.855332,0.361745
1000,818.106,223.74,186.087,20808.3,0.832083,0.35589
1000,824.562,223.84,180.832,20229.6,0.808222,0.349872
1000,828.973,223.94,175.438,19635.1,0.783767,0.343696
1000,834.603,224.04,169.912,19025,0.758738,0.337365
1000,840.36,224.14,164.256,18399.9,0.733153,0.330885
1000,846.238,224.24,158.474,17760.2,0.707033,0.324261
1000,852.232,224.34,152.573,17106.5,0.680399,0.317496
1000,858.34,224.44,146.555,16439.1,0.653271,0.310597
1000,899.873,224.54,140.426,15758.6,0.625671,0.303568
1000,979.03,225.72,60.4617,6820.69,0.26798,0.211504
1000,1182.02,226.92,17.8274,2021.81,0.0785971,0.159917
1000,1190.64,228.7,-182.022,-20805.1,-0.796245,-0.0710011
1000,1197.54,228.8,-190.645,-21800.2,-0.833602,-0.081136
1000,1207.77,228.9,-199.254,-22794.7,-0.870867,-0.0912078
1000,1214.5,229,-207.769,-23779.1,-0.907683,-0.101167
1000,1222.8,229.1,-217.831,-24941.7,-0.951228,-0.112922
1000,1230.98,229.2,-224.445,-25710.1,-0.97968,-0.1207
1000,1239.05,229.3,-232.606,-26656.6,-1.01486,-0.130274
1000,1247,229.4,-240.649,-27590.4,-1.04949,-0.13972
1000,1254.83,229.5,-250.147,-28691.9,-1.09044,-0.150857
1000,1262.55,229.6,-256.386,-29420.3,-1.11715,-0.158229
1000,1270.15,229.7,-264.081,-30316.5,-1.15018,-0.167293
1000,1279.13,229.8,-271.66,-31200.2,-1.18267,-0.176231
1000,1285.01,229.9,-280.604,-32241.4,-1.22108,-0.186759
1000,1292.27,230,-286.476,-32930.4,-1.24609,-0.193731
1000,1299.42,230.1,-295.147,-33941.9,-1.28325,-0.203957
1000,1306.46,230.2,-302.249,-34773.7,-1.31355,-0.21237
1000,1313.38,230.3,-307.849,-35433.4,-1.33731,-0.219046
1000,1320.19,230.4,-314.748,-36243.3,-1.36669,-0.227236
1000,1328.21,230.5,-321.536,-37041,-1.39556,-0.235303
1000,1333.47,230.6,-328.213,-37826.5,-1.42392,-0.243248
1000,1339.95,230.7,-336.079,-38749.9,-1.45741,-0.252582
1000,1346.32,230.8,-341.235,-39361.4,-1.47913,-0.258769
1000,1352.58,230.9,-347.581,-40110.8,-1.50598,-0.266348
1000,1359.95,231,-353.817,-40848.2,-1.53234,-0.273805
1000,1364.77,231.1,-359.945,-41573.7,-1.5582,-0.28114
1000,1370.7,231.2,-365.965,-42287.2,-1.58358,-0.288355
1000,1377.68,231.3,-371.876,-42988.8,-1.60846,-0.29545
1000,1382.24,231.4,-377.679,-43678.6,-1.63285,-0.302424
1000,1387.86,231.5,-383.375,-44356.5,-1.65676,-0.309279
1000,1394.45,231.6,-388.965,-45022.6,-1.68019,-0.316014
1000,1399.82,231.7,-394.447,-45677,-1.70314,-0.32263
1000,1404.05,231.8,-399.823,-46319.5,-1.72561,-0.329127
1000,1409.23,231.9,-405.094,-46950.4,-1.7476,-0.335505
1000,1414.31,232,-410.259,-47569.5,-1.76912,-0.341764
1000,1419.29,232.1,-415.318,-48176.9,-1.79017,-0.347906
1000,1424.16,232.2,-420.273,-48772.7,-1.81074,-0.353929
1000,1428.93,232.3,-425.123,-49356.8,-1.83085,-0.359834
1000,1433.59,232.4,-429.869,-49929.3,-1.85049,-0.365622
1000,1438.15,232.5,-434.512,-50490.3,-1.86967,-0.371292
1000,1442.61,232.6,-439.05,-51039.6,-1.88839,-0.376845
1000,1446.96,232.7,-443.485,-51577.3,-1.90664,-0.382281
1000,1451.21,232.8,-447.817,-52103.5,-1.92444,-0.3876
1000,1455.36,232.9,-452.046,-52618.2,-1.94178,-0.392803
1000,1459.4,233,-456.173,-53121.4,-1.95867,-0.397889
1000,1463.34,233.1,-460.198,-53613,-1.9751,-0.402858
1000,1467.18,233.2,-464.12,-54093.2,-1.99108,-0.407711
1000,1470.92,233.3,-467.94,-54561.8,-2.00661,-0.412448
1000,1474.56,233.4,-471.659,-55019.1,-2.02169,-0.417069
1000,1478.1,233.5,-475.988,-55547.8,-2.03937,-0.422412
1000,1482.21,233.6,-478.793,-55899.1,-2.05051,-0.425964
1000,1484.87,233.7,-482.209,-56322,-2.06425,-0.430238
1000,1488.1,233.8,-486.175,-56809.5,-2.08034,-0.435163
1000,1491.24,233.9,-488.739,-57133.5,-2.09041,-0.438439
1000,1494.27,234,-491.853,-57522.2,-2.10283,-0.442366
1000,1497.21,234.1,-494.867,-57899.4,-2.11482,-0.446178
1000,1500.04,234.2,-497.781,-58265.3,-2.12636,-0.449875
1000,1502.78,234.3,-500.596,-58619.8,-2.13747,-0.453457
1000,1505.41,234.4,-503.311,-58962.9,-2.14815,-0.456923
1000,1507.95,234.5,-505.926,-59294.6,-2.15839,-0.460275
1000,1510.38,234.6,-508.443,-59614.9,-2.1682,-0.463511
1000,1512.72,234.7,-510.86,-59923.9,-2.17758,-0.466632
1000,1514.96,234.8,-513.63,-60274.5,-2.18845,-0.470174
1000,1517.1,234.9,-515.398,-60507.7,-2.19505,-0.47253
1000,1519.14,235,-517.519,-60782.6,-2.20315,-0.475307
1000,1521.09,235.1,-519.541,-61046.1,-2.21081,-0.477968
1000,1522.93,235.2,-521.465,-61298.3,-2.21806,-0.480515
1000,1524.68,235.3,-523.291,-61539,-2.22488,-0.482947
1000,1526.33,235.4,-525.019,-61768.5,-2.23127,-0.485263
1000,1528.18,235.5,-526.963,-62023.5,-2.23858,-0.487838
1000,1529.61,235.6,-528.18,-62193.2,-2.2428,-0.489552
1000,1530.69,235.7,-529.614,-62388.5,-2.24794,-0.491524
1000,1531.95,235.8,-530.95,-62572.4,-2.25265,-0.49338
1000,1533.11,235.9,-532.188,-62745,-2.25695,-0.495122
1000,1534.17,236,-533.329,-62906.1,-2.26082,-0.496748
1000,1535.32,236.1,-534.372,-63055.9,-2.26429,-0.49826
1000,1536,236.2,-535.318,-63194.3,-2.26733,-0.499655
1000,1536.77,236.3,-536.166,-63321.2,-2.26997,-0.500936
1000,1537.45,236.4,-536.917,-63436.8,-2.27218,-0.502101
1000,1538.13,236.5,-537.571,-63540.9,-2.27399,-0.503151
1000,1538.5,236.6,-538.127,-63633.6,-2.27538,-0.504085
1000,1538.88,236.7,-538.587,-63714.8,-2.27636,-0.504903
1000,1539.17,236.8,-538.949,-63784.6,-2.27693,-0.505606
1000,1539.36,236.9,-539.214,-63842.9,-2.27708,-0.506192
1000,1539.45,237,-539.381,-63889.7,-2.27683,-0.506662
1000,1539.44,237.1,-539.452,-63925.1,-2.27617,-0.507017
1000,1539.3,237.2,-539.426,-63948.9,-2.2751,-0.507255
1000,1539.13,237.3,-539.302,-63961.3,-2.27362,-0.507376
1000,1538.84,237.4,-539.026,-63955.5,-2.2715,-0.507315
1000,1538.35,237.5,-538.764,-63951.3,-2.26944,-0.507269
1000,1537.95,237.6,-538.35,-63929,-2.26674,-0.507041
1000,1537.36,237.7,-537.838,-63895.2,-2.26363,-0.506695
1000,1536.67,237.8,-537.229,-63849.7,-2.26012,-0.506233
1000,1535.89,237.9,-536.524,-63792.7,-2.2562,-0.505653
1000,1535.01,238,-535.549,-63703.6,-2.25115,-0.50475
1000,1534.03,238.1,-534.822,-63643.8,-2.24715,-0.504142
1000,1532.96,238.2,-533.826,-63552,-2.24203,-0.50321
1000,1531.79,238.3,-532.733,-63448.6,-2.2365,-0.502161
1000,1530.52,238.4,-531.295,-63303.8,-2.22952,-0.500695
1000,1529.16,238.5,-530.258,-63206.8,-2.22424,-0.499711
1000,1527.4,238.6,-528.876,-63068.4,-2.21751,-0.498309
1000,1526.14,238.7,-527.397,-62918.5,-2.21038,-0.49679
1000,1524.49,238.8,-525.822,-62756.8,-2.20286,-0.495153
1000,1522.74,238.9,-524.151,-62583.6,-2.19494,-0.493398
1000,1520.9,239,-522.383,-62398.7,-2.18662,-0.491526
1000,1518.56,239.1,-520.52,-62202.1,-2.17791,-0.489535
1000,1516.92,239.2,-518.56,-61993.9,-2.1688,-0.487427
1000,1514.79,239.3,-516.505,-61774,-2.1593,-0.485201
1000,1512.56,239.4,-514.354,-61542.5,-2.14941,-0.482858
1000,1510.24,239.5,-512.108,-61299.3,-2.13913,-0.480396
1000,1507.82,239.6,-509.766,-61044.5,-2.12846,-0.477817
1000,1504.8,239.7,-507.329,-60778,-2.1174,-0.47512
1000,1502.7,239.8,-504.797,-60499.9,-2.10595,-0.472306
1000,1500,239.9,-501.633,-60145.8,-2.09188,-0.468724
1000,1497.2,240,-499.448,-59908.8,-2.0819,-0.466324
1000,1494.31,240.1,-496.632,-59595.8,-2.0693,-0.463156
1000,1491.32,240.2,-493.721,-59271.2,-2.05631,-0.459872
1000,1488.24,240.3,-490.103,-58861.3,-2.04039,-0.455727
1000,1485.07,240.4,-487.615,-58587,-2.02919,-0.452949
1000,1481.8,240.5,-484.422,-58227.5,-2.01507,-0.449312
1000,1478.44,240.6,-481.134,-57856.4,-2.00056,-0.445558
1000,1474.98,240.7,-477.753,-57473.7,-1.98567,-0.441686
1000,1471.43,240.8,-474.279,-57079.5,-1.97041,-0.437698
1000,1467.05,240.9,-470.711,-56673.6,-1.95478,-0.433592
1000,1463.3,241,-467.05,-56256.2,-1.93877,-0.429369
1000,1460.23,241.1,-462.535,-55735.4,-1.91923,-0.424104
1000,1456.31,241.2,-458.67,-55292.6,-1.9024,-0.419625
1000,1452.29,241.3,-455.511,-54934.7,-1.88852,-0.416002
1000,1448.19,241.4,-451.48,-54471.1,-1.87103,-0.411313
1000,1443.99,241.5,-447.357,-53996,-1.85318,-0.406507
1000,1438.84,241.6,-442.289,-53406.3,-1.83142,-0.400546
1000,1435.33,241.7,-438.836,-53011.4,-1.81637,-0.396549
1000,1430.86,241.8,-434.439,-52501.9,-1.79743,-0.391396
1000,1426.29,241.9,-429.95,-51981,-1.77812,-0.386127
1000,1421.64,242,-425.371,-51448.6,-1.75846,-0.380742
1000,1416.9,242.1,-420.701,-50904.8,-1.73843,-0.375243
1000,1411.09,242.2,-415.941,-50349.6,-1.71805,-0.369628
1000,1407.15,242.3,-411.091,-49783.1,-1.69732,-0.363898
1000,1401.12,242.4,-406.151,-49205.2,-1.67623,-0.358053
1000,1397.03,242.5,-401.121,-48615.9,-1.65479,-0.352094
1000,1391.84,242.6,-396.002,-48015.3,-1.633,-0.34602
1000,1386.56,242.7,-390.795,-47403.4,-1.61086,-0.339832
1000,1381.2,242.8,-385.498,-46780.2,-1.58837,-0.33353
1000,1375.74,242.9,-380.114,-46145.8,-1.56554,-0.327115
1000,1370.2,243,-374.641,-45500.1,-1.54237,-0.320585
1000,1364.57,243.1,-367.958,-44706.8,-1.51423,-0.312567
1000,1358.85,243.2,-362.292,-44036.6,-1.4903,-0.305789
1000,1353.05,243.3,-356.539,-43355.1,-1.46603,-0.298898
1000,1345.97,243.4,-351.874,-42805.5,-1.44626,-0.293337
1000,1341.18,243.5,-345.965,-42103.9,-1.42138,-0.286243
1000,1335.11,243.6,-339.97,-41391.3,-1.39618,-0.279037
1000,1328.96,243.7,-333.888,-40667.6,-1.37064,-0.271719
1000,1321.47,243.8,-326.478,-39781.3,-1.33967,-0.262761
1000,1316.41,243.9,-321.469,-39187.1,-1.31858,-0.256748
1000,1310,244,-313.854,-38274.5,-1.28682,-0.247525
1000,1303.51,244.1,-308.71,-37662.6,-1.2652,-0.241334
1000,1296.94,244.2,-302.204,-36884,-1.23803,-0.233461
1000,1290.28,244.3,-295.614,-36094.4,-1.21054,-0.225477
1000,1283.54,244.4,-288.94,-35294,-1.18272,-0.217384
1000,1276.72,244.5,-282.182,-34482.7,-1.15459,-0.209181
1000,1269.81,244.6,-275.342,-33660.6,-1.12614,-0.200869
1000,1262.82,244.7,-268.42,-32827.7,-1.09738,-0.192448
1000,1255.75,244.8,-261.415,-31984.1,-1.06831,-0.183918
1000,1248.6,244.9,-254.328,-31129.7,-1.03892,-0.17528
1000,1241.37,245,-247.159,-30264.6,-1.00922,-0.166533
1000,1234.05,245.1,-239.909,-29388.9,-0.979221,-0.157679
1000,1226.66,245.2,-231.103,-28321.6,-0.942891,-0.146893
1000,1219.18,245.3,-223.675,-27422.6,-0.912216,-0.137804
1000,1211.63,245.4,-217.676,-26698,-0.887387,-0.130472
1000,1203.99,245.5,-210.105,-25779.9,-0.856173,-0.12119
1000,1196.28,245.6,-202.454,-24851.3,-0.824661,-0.111802
1000,1188.48,245.7,-194.725,-23912.2,-0.792854,-0.102308
1000,1179.03,245.8,-186.917,-22962.7,-0.760752,-0.0927083
1000,1172.67,245.9,-179.031,-22002.9,-0.728359,-0.0830038
1000,1164.64,246,-171.066,-21032.6,-0.695675,-0.0731945
1000,1156.54,246.1,-163.025,-20052,-0.662702,-0.0632809
1000,1148.36,246.2,-154.906,-19061.2,-0.629445,-0.0532638
1000,1140.1,246.3,-145.063,-17857.3,-0.589209,-0.041097
1000,1131.77,246.4,-136.777,-16844.1,-0.555326,-0.0308536
1000,1121.67,246.5,-130.093,-16027.5,-0.527975,-0.0225927
1000,1114.88,246.6,-121.67,-14995.9,-0.493592,-0.0121634
1000,1106.32,246.7,-113.173,-13954.2,-0.458932,-0.00163218
1000,1097.69,246.8,-104.6,-12902.4,-0.423997,0.0090009
1000,1088.98,246.9,-95.9532,-11840.6,-0.388789,0.0197353
1000,1080.2,247,-87.2327,-10768.9,-0.353312,0.0305689
1000,1071.36,247.1,-76.6744,-9469.29,-0.310423,0.0436977
1000,1062.45,247.2,-69.5825,-8596.92,-0.281597,0.052515
1000,1053.49,247.3,-60.6638,-7498.05,-0.245404,0.0636123
1000,1042.67,247.4,-51.6918,-6391.69,-0.209025,0.074781
1000,1033.62,247.5,-42.6737,-5278.73,-0.172489,0.0860119
1000,1026.35,247.6,-33.6171,-4160.11,-0.135827,0.0972954
1000,1017.24,247.7,-24.5294,-3036.74,-0.0990688,0.108622
1000,1008.12,247.8,-15.4188,-1909.62,-0.062248,0.119982
1000,998.987,247.9,-6.29293,-779.694,-0.0253952,0.131365
1000,989.853,248,2.84024,352.048,0.0114572,0.142762
1000,978.903,248.1,13.7984,1711,0.0556388,0.156445
1000,971.616,248.2,21.0965,2617.02,0.0850323,0.165556
1000,962.528,248.3,30.2037,3748.27,0.121691,0.176932
1000,953.472,248.4,41.0983,5102.35,0.165519,0.190551
1000,944.455,248.5,48.3345,6003.15,0.194583,0.199593
1000,935.486,248.6,57.3427,7124.83,0.230755,0.210858
1000,926.571,248.7,68.0871,8463.23,0.273882,0.224303
1000,917.72,248.8,75.2043,9351.66,0.30239,0.233205
1000,908.939,248.9,84.0425,10454.9,0.337792,0.244268
1000,900.236,249,92.8085,11550,0.372875,0.255245
1000,891.619,249.1,101.495,12636.1,0.40761,0.266125
1000,883.094,249.2,111.803,13925,0.448827,0.279045
1000,874.67,249.3,118.599,14777.4,0.475918,0.287558
1000,866.354,249.4,127.002,15830.8,0.509435,0.298093
1000,856.527,249.5,135.296,16871.4,0.542486,0.308494
1000,850.074,249.6,145.094,18100.5,0.581539,0.32079
1000,842.124,249.7,153.122,19109.6,0.61347,0.330864
1000,834.311,249.8,159.45,19907.3,0.638565,0.338799
1000,825.125,249.9,168.774,21079.9,0.675638,0.350511
1000,819.122,250,176.385,22039.3,0.705821,0.360067
1000,811.76,250.1,182.363,22795.4,0.729452,0.367569
1000,804.562,250.2,189.693,23721.1,0.758468,0.376776
1000,797.533,250.3,196.858,24626.9,0.786802,0.385777
1000,789.332,250.4,203.852,25512,0.814429,0.394566
1000,784.01,250.5,212.01,26543.6,0.846685,0.404826
1000,777.527,250.6,217.302,27217.1,0.867473,0.411471
1000,771.238,250.7,223.747,28035.4,0.892843,0.419572
1000,765.149,250.8,229.996,28830,0.917415,0.427429
1000,759.265,250.9,236.044,29600,0.941166,0.435033
1000,752.482,251,243.03,30488.1,0.968633,0.443825
1000,748.134,251.1,247.518,31063.5,0.986126,0.449458
1000,742.898,251.2,252.931,31755.5,1.00729,0.456264
1000,737.888,251.3,258.123,32420.2,1.02756,0.46279
1000,733.109,251.4,263.087,33056.8,1.0469,0.46903
1000,728.566,251.5,267.819,33664.8,1.06531,0.474976
1000,724.264,251.6,272.314,34243.4,1.08276,0.480623
1000,720.206,251.7,276.567,34792.2,1.09923,0.485964
1000,716.398,251.8,280.575,35310.4,1.11472,0.490995
1000,712.843,251.9,285.055,35888.4,1.13207,0.496625
1000,709.545,252,287.838,36253.2,1.14267,0.500101
1000,706.508,252.1,291.084,36676.6,1.15509,0.504166
1000,703.735,252.2,294.633,37138.5,1.16872,0.508616
1000,701.231,252.3,297.299,37489.4,1.17882,0.511943
1000,698.999,252.4,299.237,37748.7,1.18604,0.514345
1000,697.041,252.5,301.817,38089.4,1.19579,0.517563
1000,695.361,252.6,303.665,38337.7,1.20263,0.519848
1000,693.961,252.7,305.233,38550.9,1.20837,0.521778
1000,692.843,252.8,306.286,38699.2,1.21205,0.52305
1000,692.011,252.9,307.346,38848.5,1.21577,0.52433
1000,691.466,253,308.241,38977.1,1.21883,0.5254
1000,691.211,253.1,308.608,39038.9,1.21979,0.525794
1000,691.246,253.2,308.806,39079.3,1.22009,0.525972
1000,691.573,253.3,308.712,39083,1.21924,0.525777
1000,692.194,253.4,308.326,39049.5,1.21724,0.525206
1000,693.11,253.5,307.646,38978.8,1.21407,0.524259
1000,694.32,253.6,306.441,38841.4,1.20884,0.52264
1000,695.826,253.7,305.402,38725,1.20427,0.521231
1000,697.625,253.8,303.838,38541.8,1.19763,0.519148
1000,699.718,253.9,301.98,38321.2,1.18983,0.516688
1000,702.616,254,299.828,38063.2,1.18089,0.513851
1000,704.78,254.1,297.384,37767.8,1.1708,0.510637
1000,707.745,254.2,294.65,37435.3,1.15958,0.50705
1000,710.996,254.3,291.628,37065.9,1.14724,0.503091
1000,714.532,254.4,288.319,36659.8,1.13378,0.498762
1000,718.348,254.5,284.727,36217.3,1.11921,0.494068
1000,722.443,254.6,280.855,35738.8,1.10356,0.489011
1000,726.812,254.7,276.705,35224.6,1.08682,0.483596
1000,731.45,254.8,272.282,34675.1,1.06903,0.477827
1000,736.355,254.9,267.59,34090.9,1.0502,0.47171
1000,741.521,255,262.632,33472.5,1.03033,0.465249
1000,748.059,255.1,257.414,32820.3,1.00947,0.45845
1000,752.618,255.2,251.941,32135.1,0.987617,0.45132
1000,758.537,255.3,245.044,31267.6,0.960202,0.442354
1000,764.696,255.4,240.25,30667.9,0.941049,0.436091
1000,772.394,255.5,232.774,29725.3,0.911411,0.426375
1000,777.707,255.6,227.606,29076.6,0.890825,0.419623
1000,784.546,255.7,220.942,28236.4,0.864407,0.410945
1000,793.033,255.8,214.061,27367.6,0.837155,0.401981
1000,798.856,255.9,206.967,26471.1,0.809097,0.39274
1000,806.313,256,198.185,25357.8,0.774462,0.381317
1000,813.961,256.1,192.173,24598.1,0.750675,0.373464
1000,821.791,256.2,184.488,23623.6,0.720373,0.363449
1000,829.796,256.3,176.622,22625.2,0.68939,0.353196
1000,837.968,256.4,166.955,21395.3,0.651404,0.340613
1000,846.298,256.5,160.378,20560.5,0.625501,0.332018
1000,854.777,256.6,152.018,19496.3,0.592662,0.321115
1000,865.135,256.7,143.511,18412.4,0.559278,0.310018
1000,872.145,256.8,134.865,17309.9,0.52538,0.298737
1000,882.807,256.9,126.089,16189.9,0.491002,0.287284
1000,890.004,257,117.193,15053.5,0.456182,0.275671
1000,899.094,257.1,106.372,13668.8,0.413898,0.26156
1000,910.125,257.2,99.0766,12736.3,0.385362,0.252012
1000,917.545,257.3,89.8754,11558,0.349438,0.239992
1000,926.886,257.4,78.7273,10128.3,0.305975,0.225443
1000,936.292,257.5,71.2377,9168.29,0.276759,0.215633
1000,945.753,257.6,61.8195,7959.26,0.240076,0.20332
1000,955.258,257.7,52.3493,6742.59,0.203219,0.190933
1000,964.799,257.8,42.836,5519.41,0.166224,0.178487
1000,974.366,257.9,33.2892,4290.97,0.129128,0.165993
1000,983.948,258,23.7186,3058.52,0.0919683,0.153464
1000,995.454,258.1,14.1344,1823.33,0.0547844,0.140913
1000,1005.04,258.2,4.54645,586.719,0.0176151,0.128354
1000,1012.69,258.3,-5.03526,-650.052,-0.0195014,0.115798
1000,1022.24,258.4,-16.5112,-2132.42,-0.0639224,0.100773
1000,1031.75,258.5,-24.1406,-3118.96,-0.0934233,0.0907509
1000,1041.21,258.6,-33.6443,-4348.53,-0.130152,0.0782859
1000,1050.63,258.7,-43.1014,-5573.01,-0.166672,0.0658772
1000,1059.98,258.8,-52.503,-6791.26,-0.202949,0.0535371
1000,1069.26,258.9,-63.699,-8242.65,-0.246132,0.0388524
1000,1078.45,259,-71.1034,-9204.34,-0.274637,0.0291099
1000,1087.56,259.1,-80.2831,-10396.7,-0.309973,0.017049
1000,1096.56,259.2,-89.3688,-11577.7,-0.34492,0.00510655
1000,1105.46,259.3,-100.136,-12977.6,-0.386328,-0.00903628
1000,1114.24,259.4,-107.225,-13901.8,-0.413518,-0.0183776
1000,1122.89,259.5,-117.715,-15267.6,-0.453797,-0.0321692
1000,1133.12,259.6,-124.61,-16168.1,-0.480192,-0.0412685
1000,1141.5,259.7,-133.118,-17278.7,-0.512779,-0.0524847
1000,1148.12,259.8,-143.165,-18590,-0.551271,-0.0657244
1000,1156.29,259.9,-151.404,-19667.4,-0.582771,-0.0766056
1000,1164.34,260,-157.908,-20520.2,-0.607573,-0.0852224
1000,1172.26,260.1,-165.93,-21570.9,-0.638192,-0.095834
1000,1180.07,260.2,-173.832,-22606.9,-0.668328,-0.106297
1000,1187.76,260.3,-181.615,-23628.2,-0.697984,-0.116611
1000,1195.33,260.4,-189.28,-24634.8,-0.727162,-0.126777
1000,1202.78,260.5,-198.323,-25821.6,-0.761608,-0.138758
1000,1210.12,260.6,-205.729,-26796.3,-0.789748,-0.148601
1000,1218.77,260.7,-211.571,-27567.7,-0.811862,-0.156395
1000,1224.44,260.8,-218.769,-28516.6,-0.839161,-0.165977
1000,1231.44,260.9,-225.852,-29451.1,-0.865997,-0.175414
1000,1238.31,261,-234.2,-30551.4,-0.897661,-0.186521
1000,1245.08,261.1,-239.674,-31277.4,-0.91829,-0.193856
1000,1251.73,261.2,-247.749,-32343.6,-0.948865,-0.204619
1000,1258.26,261.3,-253.041,-33047.2,-0.968765,-0.211727
1000,1264.69,261.4,-260.846,-34079.5,-0.998261,-0.222147
1000,1271,261.5,-265.959,-34760.8,-1.01744,-0.22903
1000,1277.2,261.6,-272.25,-35596.7,-1.04111,-0.23747
1000,1283.3,261.7,-278.431,-36418.7,-1.06434,-0.24577
1000,1289.28,261.8,-285.701,-37384,-1.09171,-0.255514
1000,1295.15,261.9,-291.639,-38175.6,-1.11398,-0.263506
